"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently.Using","Employment"
"2635","Potchefstroom Campus","Data Science","I am a developer by profession","Research & Development role","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Bash/Shell (all shells);JavaScript;Python;R;SQL","None","Amazon Web Services (AWS)","None","Healthcare","ChatGPT;WolframAlpha","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2636","Potchefstroom Campus","IT","I am a developer by profession","Engineer; data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Java;Python;Scala;SQL","Cosmos DB;MySQL;Redis","Amazon Web Services (AWS);Microsoft Azure","Play Framework","Information Services; IT; Software Development; Technology","ChatGPT","Writing code","Employed, full-time"
"2637","Potchefstroom Campus","Data Science","None of these","Not Stated","Not Stated","Not Stated","None","None","None","Not Stated","None","None","Not Stated"
"2638","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C++;HTML/CSS;JavaScript;Python","MongoDB","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;OVH","Node.js;React","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"2639","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript","Microsoft SQL Server;SQLite","Linode, now Akamai","Angular;Django;Spring Boot","Information Services; IT; Software Development; Technology","Andi;Bing AI;ChatGPT;Google Bard AI;Metaphor;Neeva AI;Perplexity AI;Phind;Quora Poe;WolframAlpha;You.com","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code","Employed, full-time"
"2640","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL;TypeScript","Cloud Firestore;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite","Cloudflare;Firebase;Microsoft Azure;Vercel","Angular;ASP.NET CORE;Node.js;React","Information Services; IT; Software Development; Technology","ChatGPT;You.com","None","Employed, full-time"
"2641","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;PowerShell;TypeScript","Microsoft SQL Server","Amazon Web Services (AWS);Microsoft Azure","Angular;AngularJS","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"2642","Potchefstroom Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Other (please specify):","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Python;SQL;VBA","Microsoft SQL Server;PostgreSQL","VMware","Django","Not Stated","None","None","Employed, full-time"
"2643","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;SQL","MySQL;Neo4J","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase","Angular;AngularJS;ASP.NET;Drupal;jQuery;Laravel;Node.js;React;Remix;Vue.js;WordPress","Not Stated","ChatGPT","Writing code;Documenting code;Debugging and getting help","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2644","Potchefstroom Campus","Data Science","I am learning to code","Developer; front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript","None","Firebase;Netlify","Express;Node.js;Nuxt.js;Vue.js","Not Stated","ChatGPT","None","Independent contractor, freelancer, or self-employed;Student, full-time"
"2645","Potchefstroom Campus","IT","I am learning to code","Student","Primary/elementary school","Bash/Shell (all shells);C;C#;F#;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;TypeScript;Zig","PostgreSQL","Hetzner;Linode, now Akamai","Django;FastAPI;Flask;React","Not Stated","ChatGPT","Project planning;Writing code;Documenting code;Debugging and getting help","Independent contractor, freelancer, or self-employed;Student, full-time"
"2646","Potchefstroom Campus","Computer Science","I am a developer by profession","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;Solidity;SQL;TypeScript","PostgreSQL","Amazon Web Services (AWS)","Gatsby;Next.js;Node.js;React","Not Stated","ChatGPT","Writing code","Student, part-time"
"2647","Potchefstroom Campus","Data Science","I am a developer by profession","Seni;Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Python","PostgreSQL","Amazon Web Services (AWS)","Nuxt.js","Other","ChatGPT","None","Employed, full-time"
"2648","Potchefstroom Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Data ;business analyst","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Python;SQL","None","None","None","Not Stated","ChatGPT","None","Employed, full-time"
"2649","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Swift","None","Firebase;IBM Cloud Or Watson","None","Not Stated","None","None","Employed, full-time"
"2650","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; back-end","Some college/university study without earning a degree","Go;JavaScript;Rust","PostgreSQL","Amazon Web Services (AWS);Cloudflare;Google Cloud","FastAPI;Flask;Next.js;Node.js;Spring Boot","Healthcare","ChatGPT;WolframAlpha","Project planning","Employed, full-time"
"2651","Potchefstroom Campus","IT","I am learning to code","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C++;HTML/CSS;Java;JavaScript;Prolog;Python;SQL;TypeScript","Microsoft SQL Server;Oracle","None","Express;jQuery;Vue.js","Not Stated","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Testing code","Student, full-time"
"2652","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;TypeScript","MongoDB;Redis","Microsoft Azure","React","Not Stated","ChatGPT","Writing code;Documenting code;Testing code","Employed, full-time"
"2653","Potchefstroom Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;Scala","PostgreSQL","Amazon Web Services (AWS);Digital Ocean","React;Spring Boot;Vue.js","Not Stated","Bing AI;ChatGPT","Debugging and getting help","Employed, full-time"
"2654","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;Delphi;HTML/CSS;JavaScript;PHP;SQL;VBA","MariaDB;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;IBM Cloud Or Watson;Microsoft Azure;Vultr","jQuery;Laravel;Vue.js;WordPress","Not Stated","Bing AI;ChatGPT;Google Bard AI","Writing code","Independent contractor, freelancer, or self-employed"
"2655","Potchefstroom Campus","IT","I am a developer by profession","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;Lua;PHP;PowerShell;Rust;SQL;TypeScript","MariaDB;PostgreSQL","None","Angular;Laravel","Not Stated","None","None","Student, full-time"
"2656","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; desktop ;enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;Delphi;HTML/CSS;Java;JavaScript;SQL;TypeScript","Firebird;Microsoft SQL Server;Oracle","None","Angular","Healthcare","None","None","Employed, part-time"
"2657","Potchefstroom Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Some college/university study without earning a degree","C;Dart;OCaml;Prolog;Python","None","None","None","Not Stated","ChatGPT","None","Student, full-time"
"2658","Potchefstroom Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Educator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL","Couch DB;Firebase Realtime Database;MariaDB;MySQL;SQLite","Firebase;Managed Hosting;OVH","Django;Flask;Svelte;Vue.js","Not Stated","ChatGPT;WolframAlpha","Writing code;Debugging and getting help","Employed, full-time"
"2659","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;SQL;TypeScript","Cloud Firestore;Dynamodb;MySQL;PostgreSQL;Redis;Supabase","Amazon Web Services (AWS);Cloudflare;Firebase;Heroku;Netlify;Vercel","Express;Next.js;Node.js;Qwik;React;Svelte","N/A","ChatGPT;You.com","Writing code;Testing code;Collaborating with teammates ","Not employed, but looking for work"
"2660","Potchefstroom Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;PHP;SQL","MySQL;Redis","Amazon Web Services (AWS);Heroku","Laravel;Next.js;React;Vue.js;WordPress","Other","None","None","Employed, full-time"
"2661","Potchefstroom Campus","Computer Science","I am a developer by profession","Seni;Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Dart;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript","Firebase Realtime Database;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Firebase","Laravel;Nuxt.js;Vue.js;WordPress","Retail and Consumer Services","ChatGPT","Learning about a codebase;Writing code","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2662","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Groovy;HTML/CSS;Java;JavaScript;TypeScript","None","Fly.io;Heroku;Netlify;OpenShift;Vercel","Angular;Express;Next.js;Node.js;React;Vue.js","Financial Services","ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time"
"2663","Potchefstroom Campus","Data Science","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python","None","Netlify","Node.js","Not Stated","ChatGPT","Writing code","Student, full-time"
"2664","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;TypeScript","MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Heroku;Netlify","Node.js;Vue.js","Retail and Consumer Services","ChatGPT","Debugging and getting help","Employed, full-time"
"2665","Potchefstroom Campus","Computer Science","I code primarily as a hobby","Engineer; site reliability","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Ada;Go;Java;PHP;Python;SQL","BigQuery;Elasticsearch;MongoDB;Neo4J;Redis","Amazon Web Services (AWS);Google Cloud;VMware","Angular;jQuery","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"2666","Potchefstroom Campus","IT","I am a developer by profession","Developer; front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript","None","Amazon Web Services (AWS);Heroku","Node.js;Vue.js","Retail and Consumer Services","ChatGPT","Writing code;Debugging and getting help","Employed, full-time"
"2667","Potchefstroom Campus","IT","I am a developer by profession","Developer; mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Dart;Swift","None","None","None","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"2668","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Java;Kotlin;PowerShell;Scala;SQL","Cassandra;Dynamodb;MySQL;Oracle;Redis","Amazon Web Services (AWS);Firebase;Oracle Cloud Infrastructure (OCI)","Spring Boot","Not Stated","ChatGPT","Writing code","Employed, full-time"
"2669","Potchefstroom Campus","Computer Science","I am a developer by profession","Hardware Engineer","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C;MATLAB;Python","None","None","None","Healthcare","None","None","Employed, full-time"
"2670","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;C++;Go;Java;JavaScript;Lua;PHP;Python;Ruby;SQL;TypeScript","Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Heroku;Netlify;Vercel","AngularJS;Express;FastAPI;Flask;Laravel;NestJS;Node.js;Ruby on Rails","Information Services; IT; Software Development; Technology","WolframAlpha","Learning about a codebase;Writing code;Documenting code;Debugging and getting help","Employed, full-time;Student, part-time"
"2671","Potchefstroom Campus","Data Science","I am a developer by profession","N/A","Some college/university study without earning a degree","C#;HTML/CSS;SQL","Microsoft SQL Server;MongoDB;PostgreSQL","None","ASP.NET;ASP.NET CORE;Blazor","Not Stated","ChatGPT","None","Student, part-time"
"2672","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;PHP;Python","Elasticsearch;PostgreSQL;Redis","None","Laravel","Not Stated","ChatGPT","Writing code;Debugging and getting help","Employed, full-time;Student, part-time"
"2673","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Python","None","OpenStack","None","Not Stated","None","None","Employed, full-time"
"2674","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Ruby","MySQL","Heroku","None","Information Services; IT; Software Development; Technology","ChatGPT","Debugging and getting help","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2675","Potchefstroom Campus","IT","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C++;HTML/CSS;JavaScript;Python","None","None","Node.js;React","Not Stated","Bing AI;ChatGPT;WolframAlpha","Writing code;Documenting code;Debugging and getting help","Student, full-time"
